page_type,page_url,pagespeedinsights_test_url,pagespeedinsights_screenshot,mobilefriendly_test_url,mobilefriendly_screenshot,mobilefriendly_resources_screenshot,js_on_screenshot,js_off_screenshot,inspecturl_test_url,inspect_url_screenshot,inspect_url_resources_screenshot
detailpage,https://www.wienerzeitung.at/nachrichten/politik/oesterreich/2186961-In-der-Praxis-ist-so-manches-moeglich.html,https://pagespeed.web.dev/analysis/https-www-wienerzeitung-at-nachrichten-politik-oesterreich-2186961-In-der-Praxis-ist-so-manches-moeglich-html/wksh24sjwc?form_factor=mobile,screenshots/psi_detailpage_2023_05_02T20_54_00_880Z.png,https://search.google.com/test/mobile-friendly/result?id=ho5etpxEjuoJOpfhAT8t8g,screenshots/mobile-friendly_detailpage_2023_05_02T20_55_17_939Z.png,screenshots/mobile-friendly-page-resources_detailpage_2023_05_02T20_55_17_939Z.png,,,https://search.google.com/search-console/inspect?resource_id=https%3A%2F%2Fwww.wienerzeitung.at%2F&id=OrPZ5E2yVdLe4jKqpIzXwA&alt_id=lJ-2ceGMUmib-U3lem8TSg,screenshots/url-inspection_detailpage_2023_05_02T20_56_48_069Z.png,
